adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
fat,22,dimension,0.619375,input,4.0826831945540687e-10,9.2995377736621817e-06,3.3495375313022875e-09,2.9412692118468806e-09,"[0.45652173913043476, 0.64194761496338326, 0.64438873127927687]",2,"big fat ,fat little ,big fat ,little fat ,big fat ,big fat ,low fat ,big fat ,big fat ,big fat ,fat old ,big fat ,fat ugly ,big fat ,big fat ,fat old ,fat old ,fat green ,fat old ,fat soft ,fat soft ,fat old ,","big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,big fat ,"
awful,35,value,0.641666666666667,input,0.23100971201372067,0.84962012289358857,0.24542932515303659,0.01441961313931593,"[0.9852941176470589, 0.88011367391448025, 0.68019298129667571]",2,"awful long ,awful long ,awful long ,awful dry ,awful last ,awful long ,awful grand ,awful grand ,awful awful ,awful large ,awful long ,awful long ,awful long ,awful long ,awful long ,awful little ,awful little ,awful quiet ,awful quiet ,awful long ,awful old ,awful long ,awful awful ,awful long ,awful long ,awful long ,awful long ,awful long ,awful old ,awful long ,awful long ,awful long ,awful brown ,","awful little ,awful little ,awful wee ,awful wee ,awful wee ,awful wee ,awful wee ,awful bad ,awful wee ,awful thick ,awful big ,"
nasty,9,value,0.757142857142857,sub,-0.026100941982419947,0.0035634648437500088,0.037156287386041521,0.063257229368461468,"[0.95, 0.87881182901929789, 0.84831719686491469]",2,"nasty little ,nasty little ,nasty little ,nasty little ,nasty little ,nasty little ,nasty little ,nasty old ,nasty old ,","nasty dirty ,nasty little ,nasty old ,nasty little ,big nasty ,big nasty ,big nasty ,"
handy,2,value,0.674166666666667,lexical,0.15239849970388886,0.83333333333333337,0.87846285451075867,0.72606435480686982,"[0.8333333333333334, 0.87846285451075867, 0.72606435480686982]",2,"handy little ,handy new ,","handy dandy ,"
cool,2,physical,0.678125,lexical,0.22792089908677876,0.06944444444444442,0.39137411350999241,0.16345321442321364,"[0.8333333333333334, 0.47706784233730343, 0.72606435480686982]",2,"cool wet ,cool green ,","nice cool ,nice cool ,cool small ,"
wooden,157,material,0.255454545454545,lexical,0.82233836979968455,0.82631397643719362,0.88220297895307087,0.059864609153386268,"[0.00949367088607595, 0.0062470611943306244, 0.13132263048297171]",2,"old wooden ,thick wooden ,old wooden ,long wooden ,old wooden ,old wooden ,little wooden ,big wooden ,big wooden ,wooden old ,old wooden ,proper wooden ,old wooden ,nice wooden ,old wooden ,mean wooden ,tiny wooden ,brown wooden ,small wooden ,smart wooden ,small wooden ,small wooden ,hard wooden ,short wooden ,hot wooden ,long wooden ,small wooden ,rotten wooden ,small wooden ,grand wooden ,black wooden ,green wooden ,long wooden ,large wooden ,little wooden ,long wooden ,thick wooden ,low wooden ,black wooden ,long wooden ,large wooden ,big wooden ,ancient wooden ,old wooden ,big wooden ,new wooden ,small wooden ,small wooden ,old wooden ,heavy wooden ,hard wooden ,large wooden ,thick wooden ,heavy wooden ,long wooden ,old wooden ,old wooden ,plain wooden ,rough wooden ,green wooden ,great wooden ,huge wooden ,small wooden ,old wooden ,short wooden ,long wooden ,little wooden ,little wooden ,light wooden ,bright wooden ,heavy wooden ,white wooden ,tall wooden ,long wooden ,huge wooden ,large wooden ,old wooden ,long wooden ,small wooden ,tall wooden ,tall wooden ,long wooden ,plain wooden ,old wooden ,tiny wooden ,black wooden ,long wooden ,small wooden ,tiny wooden ,large wooden ,small wooden ,large wooden ,huge wooden ,little wooden ,high wooden ,old wooden ,short wooden ,large wooden ,large wooden ,low wooden ,tiny wooden ,tiny wooden ,big wooden ,big wooden ,narrow wooden ,hollow wooden ,big wooden ,great wooden ,flat wooden ,flat wooden ,heavy wooden ,heavy wooden ,small wooden ,old wooden ,long wooden ,wide wooden ,small wooden ,large wooden ,central wooden ,large wooden ,tall wooden ,new wooden ,large wooden ,low wooden ,long wooden ,black wooden ,little wooden ,old wooden ,long wooden ,long wooden ,high wooden ,large wooden ,long wooden ,little wooden ,tiny wooden ,flat wooden ,new wooden ,short wooden ,little wooden ,small wooden ,small wooden ,small wooden ,little wooden ,black wooden ,narrow wooden ,little wooden ,big wooden ,small wooden ,flat wooden ,little wooden ,rough wooden ,hard wooden ,old wooden ,old wooden ,old wooden ,old wooden ,innocent wooden ,","little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,beautiful wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,little wooden ,"
bad,69,value,0.71625,input,-3.2162461048361976e-13,7.7571665436725912e-10,7.9854631386853546e-20,3.2162469033825113e-13,"[0.6594202898550725, 0.88182964880833836, 0.76253070437495851]",2,"big bad ,big bad ,big bad ,bad old ,good bad ,bad little ,big bad ,bad old ,bad side ,bad old ,bad old ,bad cold ,bad hard ,bad old ,bad bad ,bad little ,bad little ,bad old ,bad old ,bad old ,bad old ,bad old ,bad little ,rotten bad ,bad old ,big bad ,bad old ,bad old ,big bad ,mad bad ,big bad ,second bad ,third bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,huge bad ,bad old ,bad old ,last bad ,bad old ,bad old ,bad old ,bad old ,bad old ,bad small ,bad old ,mad bad ,last bad ,big bad ,bad old ,bad old ,bad old ,big bad ,bad old ,bad old ,first bad ,bad old ,big bad ,big bad ,bad long ,bad old ,bad old ,bad old ,big bad ,","bad little ,big bad ,big bad ,big bad ,big bad ,awful bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,big bad ,"
stupid,10,human,0.6575,input,-0.42999807678256541,0.91115702479338856,0.072372021959764679,0.50237009874233007,"[0.9545454545454546, 0.26902048613398327, 0.70878071273302157]",2,"stupid little ,stupid little ,stupid young ,stupid old ,stupid old ,stupid little ,stupid black ,stupid old ,stupid old ,stupid small ,","stupid little ,stupid last ,"
small,135,dimension,0.513,input,0.012207134689370944,0.050469825570027209,0.012241190864831084,3.4056175460141283e-05,"[0.7201492537313433, 0.64409617574174538, 0.43118344384167168]",2,"small little ,little small ,small little ,little small ,small little ,small little ,small little ,little small ,small small ,small little ,small little ,small little ,small hard ,little small ,second small ,small new ,small black ,small red ,dead small ,small big ,small young ,small small ,small side ,small white ,small little ,small dark ,little small ,small little ,nice small ,quiet small ,small little ,small black ,next small ,small hard ,small yellow ,small wooden ,new small ,small blue ,new small ,small new ,small wooden ,small wooden ,good small ,first small ,small new ,small wooden ,small blue ,small blue ,small green ,odd small ,small brown ,small green ,small wooden ,small square ,small yellow ,small red ,small green ,perfect small ,new small ,small hard ,little small ,small brown ,beautiful small ,small wooden ,small wooden ,small square ,first small ,past small ,small square ,small wooden ,small new ,small blue ,narrow small ,last small ,small blue ,small short ,small red ,beautiful small ,beautiful small ,bad small ,small wooden ,small square ,small brown ,small yellow ,small wooden ,new small ,small wooden ,good small ,first small ,small round ,new small ,small brown ,small wooden ,small red ,special small ,small blue ,small soft ,neat small ,small red ,small red ,small green ,small brown ,small wooden ,small old ,small red ,small red ,small red ,small plastic ,small red ,new small ,small red ,small brown ,small old ,small plastic ,ugly small ,final small ,small wooden ,small blue ,small wooden ,small wooden ,small blue ,small wooden ,small green ,small green ,small green ,small green ,small hard ,small square ,new small ,stupid small ,small red ,small red ,small red ,","small little ,small green ,small green ,small red ,small red ,small red ,small red ,small red ,small red ,small green ,small green ,small green ,small red ,small red ,small gentle ,small little ,small little ,pretty small ,cool small ,"
soft,63,physical,0.572222222222222,input,0.018920500872037248,0.10720875461423598,0.023033544828717663,0.0041130439566804157,"[0.3515625, 0.47688225538971807, 0.57598673300165837]",2,"nice soft ,nice soft ,little soft ,right soft ,nice soft ,little soft ,plastic soft ,nice soft ,nice soft ,hot soft ,clean soft ,soft blue ,soft brown ,pretty soft ,thin soft ,long soft ,final soft ,soft brown ,ancient soft ,soft yellow ,warm soft ,soft brown ,soft blue ,soft blue ,soft brown ,soft brown ,dark soft ,big soft ,big soft ,big soft ,soft brown ,soft red ,beautiful soft ,thick soft ,delicate soft ,soft fresh ,first soft ,large soft ,flat soft ,little soft ,soft plastic ,healthy soft ,first soft ,beautiful soft ,soft green ,thick soft ,soft smooth ,brown soft ,small soft ,soft green ,soft brown ,beautiful soft ,soft yellow ,beautiful soft ,soft blue ,fat soft ,fat soft ,soft blue ,soft blue ,great soft ,big soft ,big soft ,soft brown ,","soft fluffy ,beautiful soft ,beautiful soft ,beautiful soft ,nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,nice soft ,soft yellow ,big soft ,"
round,2,shape,0.23875,sub,-0.12878768452292022,0.00537109375,0.2459483046192022,0.37473598914212242,"[0.5, 0.030466539448575376, 0.11298282555767586]",2,"round green ,small round ,","little round ,big round ,big round ,big round ,big round ,round yellow ,big round ,big round ,big round ,big round ,little round ,"
mean,6,human,0.712727272727273,sub,-0.14890443760646679,0.22273085619087288,0.10413841326915377,0.25304285087562056,"[0.7857142857142857, 0.26914214233985123, 0.75982619000592533]",2,"mean low ,good mean ,mean wooden ,mean new ,mean old ,mean big ,","instant mean ,instant mean ,mean good ,mean big ,mean hot ,"
heavy,35,physical,0.5725,lexical,0.0082456808297715397,0.0012701647883595626,0.010707766758535176,0.0024620859287636369,"[0.6142857142857143, 0.47696781442072567, 0.57603595267992858]",2,"big heavy ,heavy blue ,heavy heavy ,pretty heavy ,nice heavy ,nice heavy ,nice heavy ,heavy little ,big heavy ,old heavy ,big heavy ,big heavy ,good heavy ,big heavy ,heavy thick ,heavy old ,heavy old ,big heavy ,big heavy ,heavy last ,heavy slow ,heavy smooth ,heavy new ,heavy wooden ,heavy wooden ,heavy red ,heavy old ,heavy wooden ,heavy old ,heavy wooden ,heavy wooden ,heavy red ,heavy brown ,heavy yellow ,","pretty heavy ,big heavy ,big heavy ,big heavy ,big heavy ,big heavy ,big heavy ,"
square,26,shape,0.384285714285714,lexical,0.4550330623217998,0.63408779149519889,0.94288215049190272,0.48784908817010292,"[0.2037037037037037, 0.028978810482540102, 0.30153805531718264]",2,"square little ,little square ,open square ,open square ,little square ,new square ,square past ,little square ,little square ,nice square ,small square ,flat square ,square blue ,small square ,small square ,white square ,white square ,small square ,left square ,square old ,white square ,square smooth ,large square ,central square ,first square ,small square ,","little square ,first square ,"
old,731,age,0.646666666666667,input,0.0044516244436235393,0.028164110678403294,0.0044516244436440212,2.0481493496672851e-14,"[0.10595567867036011, 0.35228182546036829, 0.69903195283499531]",2,"old western ,good old ,old crazy ,regular old ,big old ,old good ,big old ,good old ,good old ,good old ,old wooden ,little old ,plain old ,good old ,old black ,old old ,poor old ,special old ,old little ,beautiful old ,poor old ,beautiful old ,grand old ,grand old ,old old ,old famous ,silly old ,good old ,ripe old ,old american ,poor old ,poor old ,bad old ,poor old ,poor old ,big old ,poor old ,old wooden ,old old ,poor old ,big old ,big old ,right old ,poor old ,great old ,old great ,old old ,old dry ,big old ,good old ,good old ,good old ,nice old ,poor old ,little old ,old wooden ,old wooden ,old short ,little old ,poor old ,poor old ,poor old ,old old ,bad old ,old heavy ,little old ,little old ,old english ,old english ,old english ,good old ,poor old ,poor old ,poor old ,poor old ,poor old ,good old ,good old ,good old ,nice old ,proper old ,grumpy old ,wise old ,old brown ,ripe old ,good old ,bad old ,poor old ,poor old ,good old ,poor old ,poor old ,old weird ,poor old ,good old ,old old ,silly old ,old old ,old american ,good old ,haired old ,good old ,good old ,poor old ,poor old ,good old ,old young ,bad old ,good old ,thick old ,right old ,old long ,wooden old ,silly old ,big old ,good old ,good old ,poor old ,old super ,poor old ,poor old ,rough old ,clever old ,nice old ,little old ,poor old ,gorgeous old ,nice old ,nice old ,poor old ,rotten old ,little old ,bad old ,poor old ,silly old ,big old ,sweet old ,poor old ,stupid old ,poor old ,stupid old ,big old ,old empty ,silly old ,old wooden ,clever old ,poor old ,poor old ,poor old ,poor old ,nice old ,nice old ,good old ,good old ,good old ,poor old ,long old ,sad old ,old old ,good old ,fair old ,good old ,nice old ,beautiful old ,poor old ,good old ,good old ,good old ,old silly ,poor old ,big old ,poor old ,poor old ,poor old ,nice old ,silly old ,heavy old ,poor old ,little old ,little old ,nice old ,nice old ,brave old ,poor old ,poor old ,nice old ,right old ,little old ,big old ,good old ,little old ,little old ,little old ,nice old ,poor old ,old central ,poor old ,right old ,good old ,good old ,old brown ,good old ,heavy old ,big old ,ripe old ,old english ,long old ,poor old ,fierce old ,old french ,old wooden ,good old ,bad old ,awful old ,good old ,good old ,good old ,good old ,good old ,good old ,little old ,poor old ,silly old ,pathetic old ,fat old ,good old ,good old ,good old ,poor old ,old wooden ,good old ,bad old ,old old ,good old ,good old ,good old ,poor old ,good old ,old old ,good old ,good old ,good old ,good old ,silly old ,wicked old ,poor old ,bad old ,bad old ,ripe old ,grand old ,fair old ,bad old ,good old ,good old ,old human ,poor old ,big old ,good old ,good old ,silly old ,grumpy old ,grumpy old ,good old ,good old ,good old ,poor old ,poor old ,good old ,silly old ,little old ,little old ,poor old ,large old ,old blue ,poor old ,silly old ,beautiful old ,little old ,fair old ,bald old ,fat old ,tall old ,pink old ,big old ,bad old ,awful old ,wise old ,vicious old ,rough old ,little old ,plain old ,good old ,little old ,sweet old ,grand old ,bad old ,famous old ,famous old ,bad old ,silly old ,little old ,good old ,grand old ,beautiful old ,plain old ,bright old ,good old ,huge old ,dirty old ,great old ,dirty old ,big old ,strange old ,full old ,crazy old ,fat old ,big old ,old brown ,little old ,good old ,good old ,grand old ,good old ,good old ,right old ,poor old ,big old ,good old ,old brown ,large old ,grand old ,haired old ,good old ,right old ,good old ,high old ,poor old ,white old ,grand old ,good old ,fair old ,grand old ,bad old ,good old ,great old ,sweet old ,grand old ,bald old ,little old ,wild old ,silly old ,good old ,bad old ,silly old ,mad old ,rough old ,big old ,beautiful old ,beautiful old ,poor old ,silly old ,poor old ,silly old ,poor old ,fair old ,dirty old ,dirty old ,silly old ,bad old ,poor old ,old yellow ,old red ,tiny old ,old blue ,wicked old ,good old ,old wooden ,poor old ,cold old ,cold old ,damp old ,good old ,nice old ,great old ,good old ,little old ,good old ,strong old ,poor old ,poor old ,wise old ,wise old ,grand old ,ripe old ,old red ,fierce old ,plain old ,good old ,good old ,dirty old ,narrow old ,poor old ,bad old ,famous old ,grand old ,bad old ,grand old ,plain old ,dirty old ,bad old ,bad old ,good old ,old wooden ,hard old ,horrible old ,wise old ,fat old ,stupid old ,good old ,good old ,good old ,good old ,large old ,clear old ,bad old ,crazy old ,famous old ,early old ,poor old ,good old ,nasty old ,huge old ,famous old ,silly old ,dirty old ,warm old ,old blue ,grand old ,old wooden ,grand old ,dirty old ,good old ,old blue ,nice old ,weird old ,third old ,poor old ,poor old ,good old ,large old ,old wooden ,little old ,poor old ,poor old ,good old ,hard old ,old wooden ,old brown ,good old ,sweet old ,bad old ,poor old ,bad old ,old red ,poor old ,heavy old ,poor old ,little old ,wise old ,old red ,famous old ,good old ,poor old ,good old ,good old ,good old ,right old ,proper old ,good old ,good old ,grand old ,grand old ,bad old ,dirty old ,bad old ,old brown ,rotten old ,stupid old ,first old ,wicked old ,good old ,ripe old ,silly old ,dirty old ,wicked old ,special old ,ripe old ,good old ,rotten old ,poor old ,poor old ,tall old ,grand old ,poor old ,old wooden ,huge old ,sweet old ,quiet old ,good old ,wise old ,good old ,poor old ,good old ,old wooden ,good old ,poor old ,good old ,bad old ,little old ,good old ,grand old ,beautiful old ,poor old ,little old ,pathetic old ,pathetic old ,big old ,poor old ,big old ,nice old ,fair old ,good old ,dirty old ,right old ,hard old ,good old ,good old ,good old ,good old ,grand old ,dirty old ,good old ,poor old ,large old ,good old ,silly old ,old wooden ,wise old ,good old ,grand old ,grand old ,good old ,poor old ,square old ,good old ,sleepy old ,beautiful old ,good old ,fair old ,nice old ,poor old ,poor old ,fierce old ,fierce old ,poor old ,good old ,fair old ,tall old ,heavy old ,grand old ,tall old ,good old ,silly old ,good old ,good old ,high old ,old red ,grumpy old ,good old ,sad old ,sad old ,good old ,poor old ,good old ,poor old ,nasty old ,old blue ,wicked old ,silly old ,bad old ,poor old ,grand old ,old wooden ,poor old ,silly old ,mean old ,strange old ,dirty old ,ugly old ,horrible old ,good old ,empty old ,poor old ,gentle old ,poor old ,cozy old ,bad old ,small old ,quiet old ,old red ,bad old ,good old ,ripe old ,wise old ,sad old ,good old ,poor old ,poor old ,big old ,rough old ,regular old ,good old ,grand old ,wise old ,silly old ,old wooden ,tiny old ,horrible old ,ugly old ,small old ,bad old ,bad old ,good old ,dry old ,good old ,good old ,poor old ,grand old ,great old ,good old ,mad old ,old big ,grand old ,jolly old ,good old ,poor old ,wise old ,grand old ,ugly old ,dirty old ,good old ,fat old ,silly old ,famous old ,wise old ,ripe old ,poor old ,ripe old ,bald old ,poor old ,good old ,good old ,bad old ,happy old ,first old ,dirty old ,dirty old ,good old ,ugly old ,thin old ,good old ,good old ,sad old ,beautiful old ,beautiful old ,strange old ,nice old ,nice old ,nice old ,good old ,good old ,good old ,beautiful old ,old wooden ,wise old ,bad old ,jolly old ,old wooden ,little old ,poor old ,poor old ,silly old ,dirty old ,poor old ,gracious old ,good old ,special old ,good old ,good old ,bad old ,old wooden ,old wooden ,little old ,nice old ,nice old ,poor old ,nice old ,dry old ,ugly old ,poor old ,poor old ,bad old ,big old ,clever old ,good old ,high old ,old big ,poor old ,wise old ,good old ,silly old ,","old next ,good old ,good old ,old empty ,poor old ,good old ,good old ,big old ,merry old ,old wicked ,old dirty ,old dirty ,old dirty ,old dirty ,wee old ,wee old ,wee old ,wee old ,fun old ,fun old ,big old ,big old ,big old ,big old ,big old ,neat old ,big old ,little old ,big old ,little old ,fun old ,fun old ,nasty old ,fun old ,old podgy ,dear old ,old grey ,old grey ,good old ,good old ,good old ,good old ,good old ,good old ,poor old ,poor old ,poor old ,little old ,poor old ,poor old ,little old ,little old ,big old ,"
fluffy,6,physical,0.573333333333333,lexical,0.000207977082020608,2.7697823709693942e-07,0.00021380104241265291,5.8239603920449105e-06,"[0.6428571428571429, 0.47705576403976563, 0.57587727961024426]",2,"white fluffy ,fluffy hot ,fluffy hot ,fluffy white ,black fluffy ,fluffy long ,","soft fluffy ,big fluffy ,big fluffy ,big fluffy ,white fluffy ,big fluffy ,white fluffy ,fluffy pink ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,big fluffy ,fluffy pink ,big fluffy ,nice fluffy ,"
hard,82,physical,0.428181818181818,input,-0.06547928227624969,0.28447673676056445,0.020506318698029311,0.085985600974279,"[0.18902439024390244, 0.47682383454146438, 0.33563875773093038]",2,"great hard ,top hard ,top hard ,top hard ,fast hard ,good hard ,hard cold ,good hard ,hard hard ,small hard ,long hard ,long hard ,bad hard ,good hard ,long hard ,jolly hard ,blue hard ,special hard ,hard little ,nice hard ,little hard ,strange hard ,last hard ,pretty hard ,small hard ,new hard ,little hard ,hard wooden ,young hard ,hard yellow ,dry hard ,good hard ,small hard ,hard brown ,long hard ,little hard ,long hard ,long hard ,hard old ,hard wooden ,hard blue ,little hard ,dense hard ,hard yellow ,hard old ,good hard ,next hard ,tiny hard ,long hard ,long hard ,cold hard ,long hard ,thick hard ,new hard ,thin hard ,long hard ,hard old ,long hard ,long hard ,little hard ,hard plastic ,long hard ,long hard ,good hard ,long hard ,long hard ,flat hard ,tiny hard ,perfect hard ,american hard ,long hard ,hard short ,long hard ,long hard ,long hard ,clean hard ,long hard ,short hard ,hard wooden ,good hard ,small hard ,","jolly hard ,pretty hard ,pretty hard ,big hard ,pretty hard ,pretty hard ,"
back,17,location,0.297142857142857,input,0.074899452759280033,0.3235294117647059,0.2419067712797521,0.16700731852047207,"[0.3235294117647059, 0.2419067712797521, 0.16700731852047207]",2,"big back ,back back ,tiny back ,huge back ,big back ,back last ,back last ,back last ,open back ,new back ,new back ,horrible back ,new back ,left back ,little back ,back good ,","back next ,"
second,23,temporal,0.0675,sub,-0.36223902985981982,0.038279773156899802,0.61937055790266227,0.98160958776248208,"[0.8043478260869565, 0.21299901022764764, 0.0092378752886836026]",2,"second great ,second big ,last second ,second small ,second new ,good second ,second second ,good second ,second last ,second lazy ,second third ,second first ,second big ,super second ,second long ,second big ,second bad ,second new ,second new ,second green ,second new ,second new ,","wee second ,wee second ,"
proper,14,value,0.766666666666667,input,0.084020607321653451,0.47829690000000008,0.40563440784795052,0.32161380052629707,"[0.9, 0.87906149080603702, 0.85039214393989326]",2,"proper american ,proper american ,proper final ,proper old ,proper posh ,proper little ,proper little ,nice proper ,proper little ,proper little ,proper wooden ,proper english ,proper green ,proper old ,","proper little ,proper little ,proper little ,proper little ,proper little ,proper little ,proper little ,"
rough,10,physical,0.715,lexical,0.28344641327975761,0.22727272727272729,0.52295632698768202,0.2395099137079244,"[0.7727272727272727, 0.47704367301231804, 0.7604900862920756]",2,"good rough ,quick rough ,rough old ,rough old ,rough old ,rough wooden ,rough red ,rough old ,rough brown ,rough wooden ,","big rough ,"
special,16,value,0.68,lexical,0.1526138835783506,0.71875,0.87916144768936644,0.72654756411101584,"[0.71875, 0.87916144768936644, 0.72654756411101584]",2,"good special ,special old ,new special ,large special ,fair special ,special little ,special little ,special hard ,special wide ,special special ,special tiny ,special old ,special small ,special new ,special old ,","special yellow ,"
blue,187,color,0.346666666666667,lexical,0.042725053002220154,9.2207788221048944e-05,0.069992595707208782,0.027267542704988629,"[0.034574468085106384, 0.10238079179874553, 0.23436973089633775]",2,"big blue ,thin blue ,thin blue ,little blue ,bright blue ,bright blue ,heavy blue ,first blue ,fair blue ,little blue ,pale blue ,pale blue ,blue hard ,blue yellow ,little blue ,dark blue ,little blue ,big blue ,blue last ,little blue ,great blue ,tiny blue ,little blue ,bright blue ,gorgeous blue ,old blue ,large blue ,beautiful blue ,light blue ,pale blue ,faint blue ,famous blue ,famous blue ,tiny blue ,delicate blue ,big blue ,soft blue ,small blue ,new blue ,beautiful blue ,warm blue ,pale blue ,small blue ,small blue ,thick blue ,pale blue ,thin blue ,big blue ,great blue ,pale blue ,dark blue ,bright blue ,bright blue ,french blue ,little blue ,huge blue ,pale blue ,brilliant blue ,tiny blue ,bright blue ,pale blue ,little blue ,little blue ,dark blue ,pale blue ,square blue ,old blue ,tiny blue ,soft blue ,soft blue ,little blue ,little blue ,bright blue ,giant blue ,ugly blue ,cold blue ,new blue ,long blue ,big blue ,little blue ,clear blue ,clear blue ,bright blue ,dark blue ,clear blue ,bright blue ,light blue ,clear blue ,clear blue ,clear blue ,hard blue ,blue green ,brilliant blue ,dark blue ,old blue ,pale blue ,blue plastic ,old blue ,dark blue ,precious blue ,dark blue ,bright blue ,dark blue ,small blue ,clear blue ,tiny blue ,thin blue ,dirty blue ,gigantic blue ,huge blue ,smooth blue ,thin blue ,small blue ,thick blue ,light blue ,dark blue ,dark blue ,great blue ,great blue ,wild blue ,clear blue ,bright blue ,cold blue ,pale blue ,faint blue ,pale blue ,delicate blue ,wide blue ,brilliant blue ,dark blue ,bright blue ,tiny blue ,strong blue ,strong blue ,large blue ,bright blue ,clear blue ,old blue ,small blue ,bright blue ,plain blue ,pale blue ,clear blue ,brilliant blue ,bright blue ,big blue ,thick blue ,little blue ,light blue ,steep blue ,large blue ,blue plastic ,beautiful blue ,nice blue ,wide blue ,soft blue ,dark blue ,pale blue ,thick blue ,great blue ,cold blue ,pale blue ,soft blue ,dark blue ,pale blue ,thin blue ,big blue ,clear blue ,french blue ,soft blue ,pale blue ,small blue ,light blue ,pale blue ,smart blue ,small blue ,dark blue ,dark blue ,dark blue ,pale blue ,tiny blue ,brilliant blue ,dark blue ,pale blue ,little blue ,big blue ,light blue ,","big blue ,big blue ,nice blue ,nice blue ,blue red ,big blue ,big blue ,nice blue ,big blue ,big blue ,big blue ,blue red ,blue red ,big blue ,nice blue ,nice blue ,blue red ,blue red ,blue red ,big blue ,big blue ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,little blue ,big blue ,big blue ,nice blue ,little blue ,nice blue ,nice blue ,nice blue ,little blue ,nice blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,nice blue ,nice blue ,big blue ,blue red ,big blue ,blue red ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,blue red ,big blue ,nice blue ,little blue ,pretty blue ,red blue ,red blue ,red blue ,blue grey ,little blue ,pretty blue ,little blue ,big blue ,little blue ,pretty blue ,"
eensie,N/A,dimension,0.7175,N/A,0.0,0.125,0.125,0.125,not in input,2,,"eensie weensie ,eensie weensie ,eensie weensie ,"
purple,23,color,0.2405,sub,-0.0012199474865078677,0.0024967900028935184,0.058412808815642543,0.059632756302150411,"[0.020833333333333332, 0.11098647311118442, 0.11230616958099637]",2,"little purple ,little purple ,big purple ,strange purple ,thick purple ,bright purple ,early purple ,long purple ,warm purple ,delicate purple ,smooth purple ,dark purple ,dark purple ,long purple ,huge purple ,light purple ,dark purple ,beautiful purple ,dark purple ,dark purple ,huge purple ,thick purple ,long purple ,","red purple ,red purple ,purple red ,purple pink ,"
jolly,48,human,0.675714285714286,input,-0.041491516724443941,0.9025194825709324,1.9013036776882511e-06,0.041493418028121627,"[0.9897959183673469, 0.26785832505792784, 0.72744124462098647]",2,"jolly good ,jolly good ,jolly little ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly nice ,jolly good ,jolly hard ,jolly little ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly long ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly old ,jolly red ,jolly good ,jolly old ,jolly good ,jolly good ,","jolly good ,jolly hard ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly long ,"
teeny,2,dimension,0.531818181818182,sub,-0.12380585460072252,0.00056849965177225605,0.042491056684184215,0.16629691128490673,"[0.8333333333333334, 0.64157399486740807, 0.4946370994275186]",2,"teeny weeny ,teeny little ,","teeny tiny ,teeny tiny ,teeny tiny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,teeny weeny ,"
dutch,N/A,nationality,0.383333333333333,N/A,0.0,0.5,0.5,0.5,not in input,2,,"little dutch ,"
podgy,N/A,dimension,0.67,N/A,0.0,0.5,0.5,0.5,not in input,2,,"old podgy ,"
